puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
Operario de Envasado,Unibell SAC,Perú,"Lima, Lima",1150.0,1150.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-envasado-en-lima-91AA5ADE700DCCAC61373E686DCF3405#lc=ListOffers-Score3-7
lavaplato,Cevicheria Fusion Ku.Mar (Inversiones Kumamoto SAC),Perú,"Callao, Callao",1200.0,1200.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lavaplato-vajillero-en-bellavista-callao-en-callao-6D49B050B965ADD361373E686DCF3405#lc=ListOffers-Score3-11
Teleoperador +Gana 1800 + Lun a Viernes/ SIN Exp 6am a 3pmSin experiencia + Ingreso directo,Grupo Expro,Perú,"Lima, Lima",2000.0,2000.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-teleoperador-gana-1800-lun-a-viernes-sin-exp-6am-a-3pmsin-experiencia-ingreso-directo-cap-cortas-planilla-bono-mov-sede-centro-en-lima-456F2DF59FF5987461373E686DCF3405#lc=ListOffers-Score3-0
Residiente de Obra,ECONEXT,Perú,"Pataz, La Libertad",7000.0,7000.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-residiente-de-obra-en-pataz-2093EE12D2F505F361373E686DCF3405#lc=ListOffers-Score3-1
Metrologo,Tecnología Para La Industria Peruana,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-metrologo-ingeniero-fisico-electronico-en-lima-05C820372EA4FE8561373E686DCF3405#lc=ListOffers-Score0-11
Soldador Universal Junior / Técnico egresado sin experiencia / Empresa Ferrocarril,Adecco Perú S.A.,Perú,"Callao, Callao",1200.0,1200.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soldador-universal-junior-tecnico-egresado-sin-experiencia-empresa-ferrocarril-alimentacion-cubierta-callao-en-callao-EE1DB7A8660CB66061373E686DCF3405#lc=ListOffers-Score3-14
Soldador Universal Junior / Técnico egresado sin experiencia / Empresa Ferrocarril,Adecco Perú S.A.,Perú,"Chaclacayo, Lima",1200.0,1200.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soldador-universal-junior-tecnico-egresado-sin-experiencia-empresa-ferrocarril-bus-de-acercamiento-chosica-en-chaclacayo-E648567B56BE2B4761373E686DCF3405#lc=ListOffers-Score3-17
Promotora Educativa,CORPORACION ARZOBISPO LOAYZA SOCIEDAD ANONIMA CERRADA,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-promotora-educativa-urgente-sjl-sjm-ate-en-lima-FF56AD71A6BE3BCD61373E686DCF3405#lc=ListOffers-Score3-5
"Tecnico electricista, electronico o electromecanico",TECNOLOGIA EN MECANICA Y AUTOMATIZACION ELECTRICA T-MAC S.A.C.,Perú,"Lurigancho, Lima",1700.0,1700.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electricista-electronico-o-electromecanico-consin-experiencia-en-industria-en-lurigancho-293C104A5B9BC1ED61373E686DCF3405#lc=ListOffers-Score0-6
Operarios de limpieza,REPRESENTACIONES SOS,Perú,"Lima, Lima",1130.0,1130.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-limpieza-consin-experiencia-en-lima-BC934B6040B6FB8761373E686DCF3405#lc=ListOffers-Score3-7
Cajera por Suplencia para Casino Pachanga San Borja,Dreams Corporation SAC,Perú,"San Borja, Lima",1146.0,1146.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cajera-por-suplencia-para-casino-pachanga-san-borja-en-san-borja-8F01A350ED8EE3A561373E686DCF3405#lc=ListOffers-Score3-17
community manager,QUILLA ESTUDIO S.A.C.,Perú,"Arequipa, Arequipa",1100.0,1100.0,PEN,Mensual,,Full Stack Developer,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-community-manager-con-experiencia-en-arequipa-550EF5E57B44944C61373E686DCF3405#lc=ListOffers-Score0-14
